,volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,alcohol,quality
1497,0.27,1.2,0.044000000000000004,126.0,0.99,12.1,7
1498,0.27,1.8,0.040999999999999995,86.0,0.9914,12.5,6
1499,0.51,2.1,0.043,155.0,0.9904,13.0,6
1500,0.19,9.3,0.03,132.0,0.9940000000000001,11.0,7
1501,0.2,1.7,0.04,169.0,0.9938,10.1,5
1502,0.3,1.2,0.034,121.0,0.9933,9.2,5
1503,0.36,4.6,0.039,124.0,0.9909,12.6,7
1504,0.17,12.8,0.045,126.0,0.9942,12.2,8
1505,0.18,1.5,0.040999999999999995,130.0,0.9945,9.8,7
1506,0.2,8.1,0.051,205.0,0.9954,11.0,6
1507,0.26,7.5,0.044000000000000004,160.0,0.996,10.0,6
1508,0.21,14.5,0.06,170.0,0.9991,9.8,6
1509,0.2,1.6,0.053,144.0,0.993,10.5,5
1510,0.18,1.8,0.061,145.0,0.9942,10.0,5
1511,0.23,3.2,0.042,126.0,0.9934,11.2,6
1512,0.22,9.4,0.034,134.0,0.9939,11.0,7
1513,0.22,9.9,0.031,161.0,0.9937,11.2,6
1514,0.19,9.3,0.03,132.0,0.9940000000000001,11.0,7
1515,0.155,1.3,0.039,136.0,0.9926,10.5,6
1516,0.22,9.6,0.037000000000000005,154.0,0.9951,10.6,6
1517,0.24,9.3,0.038,163.0,0.9952,10.6,6
1518,0.23,7.8,0.035,95.0,0.9935,12.0,6
1519,0.2,1.7,0.04,169.0,0.9938,10.1,5
1520,0.2,1.7,0.038,167.0,0.9939,10.1,6
1521,0.3,1.2,0.034,121.0,0.9933,9.2,5
1522,0.21,1.4,0.040999999999999995,164.0,0.9927,11.0,5
1523,0.25,9.0,0.044000000000000004,185.0,0.998,10.0,6
1524,0.21,18.15,0.042,158.0,0.9997,8.7,6
1525,0.27,12.5,0.037000000000000005,156.0,0.9981,8.7,5
1526,0.27,1.1,0.037000000000000005,156.0,0.992,11.1,6
1527,0.28,7.7,0.045,195.0,0.9954,11.0,6
1528,0.27,1.1,0.037000000000000005,156.0,0.992,11.1,6
1529,0.21,18.15,0.042,158.0,0.9997,8.7,6
1530,0.27,12.5,0.037000000000000005,156.0,0.9981,8.7,5
1531,0.3,8.1,0.037000000000000005,174.0,0.9943,11.2,7
1532,0.23,7.7,0.049,209.0,0.9941,11.1,7
1533,0.26,5.0,0.027999999999999997,107.0,0.9936,10.8,6
1534,0.18,15.6,0.044000000000000004,176.0,0.9996,9.0,6
1535,0.15,1.5,0.031,122.0,0.9932,10.3,6
1536,0.13,1.0,0.027999999999999997,24.0,0.9926,9.9,5
1537,0.28,1.0,0.04,148.0,0.9936,10.0,6
1538,0.17,1.0,0.034,106.0,0.992,9.8,6
1539,0.26,5.0,0.027999999999999997,107.0,0.9936,10.8,6
1540,0.18,15.6,0.044000000000000004,176.0,0.9996,9.0,6
1541,0.53,0.8,0.028999999999999998,86.0,0.993,9.1,4
1542,0.16,1.3,0.037000000000000005,104.0,0.9924,10.6,6
1543,0.14,1.1,0.038,99.0,0.9928,10.6,6
1544,0.13,1.0,0.027999999999999997,24.0,0.9926,9.9,5
1545,0.12,5.2,0.049,152.0,0.9952,10.6,6
1546,0.29,4.7,0.034,156.0,0.9945,9.9,6
1547,0.3,4.8,0.034,158.0,0.9945,9.9,6
1548,0.36,1.8,0.025,102.0,0.9903,12.8,6
1549,0.15,1.5,0.031,122.0,0.9932,10.3,6
1550,0.18,5.2,0.051,157.0,0.9953,10.6,6
1551,0.19,1.2,0.122,129.0,0.9936,8.7,6
1552,0.21,1.8,0.038,152.0,0.9912,12.6,7
1553,0.3,7.6,0.057,156.0,0.9962,11.0,7
1554,0.42,8.2,0.055999999999999994,164.0,0.9965,11.2,7
1555,0.24,1.3,0.032,148.0,0.9932,10.7,7
1556,0.23,10.0,0.036000000000000004,182.0,0.9967,9.6,6
1557,0.18,5.2,0.051,157.0,0.9953,10.6,6
1558,0.43,6.4,0.045,115.0,0.9963,9.0,4
1559,0.35,1.0,0.036000000000000004,56.0,0.992,10.5,4
1560,0.3,1.8,0.033,156.0,0.991,12.8,6
1561,0.28,2.0,0.059000000000000004,112.0,0.9958,10.1,5
1562,0.34,1.5,0.027000000000000003,126.0,0.99,12.2,7
1563,0.3,1.8,0.033,156.0,0.991,12.8,6
1564,0.28,2.0,0.059000000000000004,112.0,0.9958,10.1,5
1565,0.19,3.5,0.044000000000000004,117.0,0.9938,10.1,6
1566,0.18,18.05,0.046,158.0,0.9996,9.2,5
1567,0.19,1.8,0.055,110.0,0.9946,9.9,5
1568,0.3,8.2,0.055,188.0,0.9974,9.7,6
1569,0.3,5.0,0.038,157.0,0.9945,9.9,5
1570,0.3,4.6,0.040999999999999995,159.0,0.9946,9.9,5
1571,0.3,8.2,0.055,188.0,0.9974,9.7,6
1572,0.22,7.0,0.063,168.0,0.9957,10.3,6
1573,0.26,3.1,0.045,116.0,0.9931,10.3,5
1574,0.17,8.8,0.048,108.0,0.9947,10.5,4
1575,0.17,2.4,0.053,182.0,0.9953,10.5,6
1576,0.27,1.4,0.05,74.0,0.9931,9.8,6
1577,0.64,1.8,0.05,128.0,0.9946,10.6,4
1578,0.18,11.9,0.046,168.0,0.9978,10.1,5
1579,0.31,13.4,0.062,191.0,0.9989,9.0,4
1580,0.31,15.4,0.046,119.0,1.0004,9.5,5
1581,0.3,7.2,0.039,84.0,0.9938,11.5,6
1582,0.24,7.4,0.039,108.0,0.9934,11.9,7
1583,0.18,11.9,0.046,168.0,0.9978,10.1,5
1584,0.25,7.8,0.045,209.0,0.9956,9.2,6
1585,0.3,13.5,0.039,165.0,0.9982,8.7,5
1586,0.31,1.3,0.042,147.0,0.9948,9.8,5
1587,0.25,7.8,0.045,209.0,0.9956,9.2,6
1588,0.3,13.5,0.039,165.0,0.9982,8.7,5
1589,0.27,1.5,0.036000000000000004,122.0,0.9926,11.2,6
1590,0.14,1.2,0.027999999999999997,165.0,0.991,12.3,6
1591,0.12,6.4,0.042,161.0,0.9945,10.4,6
1592,0.21,1.2,0.047,111.0,0.9916,10.7,6
1593,0.16,7.3,0.043,63.0,0.9953,10.5,6
1594,0.29,3.8,0.047,136.0,0.9938,9.4,6
1595,0.27,7.3,0.046,206.0,0.9956,9.2,6
1596,0.55,2.7,0.034,122.0,0.9906,11.9,5
1597,0.27,7.3,0.046,206.0,0.9956,9.2,6
1598,0.24,1.4,0.172,108.0,0.9932,9.9,6
1599,0.33,1.6,0.16699999999999998,94.0,0.9914,11.4,6
1600,0.29,3.8,0.047,136.0,0.9938,9.4,6
1601,0.34,8.0,0.046,223.0,0.996,10.7,6
1602,0.39,4.7,0.034,77.0,0.9906,12.7,5
1603,0.41,1.9,0.034,53.0,0.98815,13.5,7
1604,0.41,2.8,0.048,137.0,0.9942,9.5,5
1605,0.26,2.2,0.032,113.0,0.9903,12.9,9
1606,0.32,1.7,0.031,109.0,0.9906,12.5,6
1607,0.19,4.9,0.04,118.0,0.9935,9.5,7
1608,0.27,23.5,0.057,235.0,1.0024,8.6,5
1609,0.2,11.8,0.048,212.0,0.9968,10.0,7
1610,0.32,1.7,0.031,109.0,0.9906,12.5,6
1611,0.26,5.2,0.04,100.0,0.9941,10.1,6
1612,0.26,3.2,0.027000000000000003,87.0,0.9919,11.3,7
1613,0.14,1.5,0.035,120.0,0.9928,10.6,7
1614,0.29,11.7,0.035,131.0,0.9958,10.8,5
1615,0.19,1.6,0.047,140.0,0.9932,10.7,6
1616,0.34,7.3,0.045,206.0,0.9957,9.0,6
1617,0.2,1.6,0.065,143.0,0.9937,9.2,6
1618,0.37,13.3,0.045,243.0,0.9982,8.5,6
1619,0.22,6.0,0.028999999999999998,128.0,0.9928,11.3,8
1620,0.26,3.2,0.027000000000000003,87.0,0.9919,11.3,7
1621,0.32,1.6,0.05,131.0,0.9956,9.4,5
1622,0.44,7.7,0.045,169.0,0.9957,8.7,6
1623,0.14,5.9,0.053,118.0,0.9954,9.4,6
1624,0.17,1.0,0.039,131.0,0.993,10.5,7
1625,0.26,6.4,0.037000000000000005,161.0,0.9954,9.7,6
1626,0.22,10.4,0.048,195.0,0.9987,10.2,6
1627,0.32,1.6,0.05,131.0,0.9956,9.4,5
1628,0.2,3.5,0.057,108.0,0.9928,11.5,6
1629,0.15,7.7,0.047,98.0,0.9951,9.6,6
1630,0.25,1.8,0.053,121.0,0.993,11.4,5
1631,0.2,3.5,0.057,108.0,0.9928,11.5,6
1632,0.28,6.5,0.040999999999999995,111.0,0.9926,12.2,8
1633,0.19,6.7,0.037000000000000005,110.0,0.9938,11.0,7
1634,0.25,16.8,0.048,228.0,1.0001,9.2,6
1635,0.14,1.6,0.035,126.0,0.9933,10.2,6
1636,0.49,7.0,0.043,149.0,0.9952,10.0,5
1637,0.12,1.2,0.042,160.0,0.9934,9.7,6
1638,0.47,13.0,0.239,220.0,0.9988,9.2,5
1639,0.22,3.8,0.042,105.0,0.993,10.5,5
1640,0.49,7.0,0.043,149.0,0.9952,10.0,5
1641,0.22,7.5,0.054000000000000006,151.0,0.9948,10.1,6
1642,0.19,15.55,0.057999999999999996,134.0,0.9998,9.1,7
1643,0.3,12.3,0.049,144.0,0.9971,10.2,7
1644,0.19,15.55,0.057999999999999996,134.0,0.9998,9.1,7
1645,0.24,9.4,0.048,149.0,0.9962,10.5,7
1646,0.22,7.5,0.054000000000000006,151.0,0.9948,10.1,6
1647,0.21,1.2,0.036000000000000004,99.0,0.99,12.1,7
1648,0.3,1.6,0.045,100.0,0.9942,10.2,5
1649,0.26,1.6,0.057999999999999996,166.0,0.9965,9.4,4
1650,0.31,3.95,0.044000000000000004,131.0,0.9912,12.8,7
1651,0.42,12.8,0.076,209.0,0.9978,9.0,6
1652,0.29,1.0,0.044000000000000004,118.0,0.9928,10.9,4
1653,0.33,31.6,0.053,176.0,1.0103,8.8,6
1654,0.46,7.4,0.052000000000000005,184.0,0.9956,9.0,5
1655,0.28,1.3,0.046,142.0,0.9936,10.2,5
1656,0.15,1.1,0.048,98.0,0.9929,9.2,5
1657,0.4,7.8,0.06,162.0,0.9966,11.3,6
1658,0.31,7.7,0.05,220.0,0.9964,8.8,5
1659,0.325,7.7,0.049,217.0,0.996,9.3,5
1660,0.27,7.8,0.049,217.0,0.9959,9.4,6
1661,0.26,8.3,0.047,191.0,0.9954,10.3,6
1662,0.21,1.4,0.047,114.0,0.9914,10.8,7
1663,0.33,31.6,0.053,176.0,1.0103,8.8,6
1664,0.28,15.4,0.059000000000000004,177.0,1.0004,9.0,4
1665,0.13,1.0,0.036000000000000004,114.0,0.9911,11.5,8
1666,0.445,1.0,0.04,84.0,0.9938,10.8,5
1667,0.39,5.9,0.055,128.0,0.9927,11.8,6
1668,0.18,1.2,0.033,72.0,0.9922,10.5,7
1669,0.31,1.2,0.036000000000000004,124.0,0.9924,9.9,6
1670,0.24,6.7,0.046,160.0,0.9963,9.8,6
1671,0.35,6.5,0.027999999999999997,87.0,0.9936,11.4,7
1672,0.26,4.8,0.138,168.0,0.9951,9.3,5
1673,0.27,5.3,0.13699999999999998,163.0,0.9951,9.3,5
1674,0.22,8.9,0.046,188.0,0.9955,10.3,6
1675,0.27,8.8,0.047,224.0,0.9961,8.9,5
1676,0.35,6.5,0.027999999999999997,87.0,0.9936,11.4,7
1677,0.23,1.8,0.032,156.0,0.992,11.1,6
1678,0.3,6.6,0.045,170.0,0.9944,10.4,6
1679,0.35,5.7,0.034,117.0,0.9944,10.1,5
1680,0.32,18.35,0.054000000000000006,197.0,1.0008,9.0,5
1681,0.31,10.0,0.046,212.0,0.9962,11.9,6
1682,0.25,14.4,0.055,205.0,0.9986,9.0,7
1683,0.25,14.4,0.055,205.0,0.9986,9.0,7
1684,0.26,17.85,0.049,195.0,1.0,9.1,7
1685,0.25,14.4,0.055,205.0,0.9986,9.0,7
1686,0.26,9.4,0.047,147.0,0.9982,10.0,5
1687,0.26,17.85,0.049,195.0,1.0,9.1,7
1688,0.25,1.55,0.040999999999999995,216.0,0.9949,9.4,3
1689,0.16,1.3,0.034,123.0,0.9915,11.4,6
1690,0.43,1.5,0.05,175.0,0.9951,9.7,4
1691,0.25,14.4,0.055,205.0,0.9986,9.0,7
1692,0.24,4.2,0.04,213.0,0.9927,11.8,6
1693,0.265,8.6,0.048,198.0,0.9955,10.2,5
1694,0.12,1.4,0.06,150.0,0.9952,9.2,6
1695,0.21,3.0,0.036000000000000004,132.0,0.9928,11.0,6
1696,0.32,14.9,0.040999999999999995,190.0,0.9982,10.0,6
1697,0.18,2.0,0.038,190.0,0.9914,12.2,6
1698,0.24,4.2,0.04,213.0,0.9927,11.8,6
1699,0.26,2.2,0.043,175.0,0.9918,11.6,6
1700,0.26,1.8,0.043,121.0,0.9944,10.2,6
1701,0.29,11.1,0.033,208.0,0.9969,10.3,5
1702,0.27,4.2,0.046,114.0,0.9955,8.6,4
1703,0.33,6.4,0.057999999999999996,151.0,0.9954,9.6,5
1704,0.31,6.4,0.057,148.0,0.9955,9.6,5
1705,0.25,1.5,0.035,127.0,0.9921,11.3,6
1706,0.24,1.5,0.038,157.0,0.9934,9.9,6
1707,0.26,16.95,0.055999999999999994,179.0,0.9998,9.6,5
1708,0.61,1.7,0.051,161.0,0.9946,10.6,4
1709,0.22,13.6,0.055,180.0,0.9984,9.8,5
1710,0.31,1.6,0.032,67.0,0.9924,10.5,5
1711,0.2,6.1,0.037000000000000005,120.0,0.9939,10.8,5
1712,0.18,3.0,0.061,178.0,0.995,10.0,6
1713,0.34,6.2,0.059000000000000004,136.0,0.9957,10.1,6
1714,0.3,6.6,0.12300000000000001,116.0,0.9953,9.4,5
1715,0.18,1.6,0.04,148.0,0.9912,11.5,8
1716,0.21,6.0,0.046,108.0,0.9939,10.8,6
1717,0.27,1.5,0.044000000000000004,142.0,0.9921,9.9,6
1718,0.2,1.7,0.05,178.0,0.9954,9.0,4
1719,0.23,1.8,0.043,69.0,0.9933,9.4,6
1720,0.2,2.6,0.044000000000000004,180.0,0.9941,10.8,7
1721,0.15,2.7,0.052000000000000005,190.0,0.995,10.9,7
1722,0.4,19.5,0.040999999999999995,148.0,0.9977,12.0,6
1723,0.18,1.6,0.04,148.0,0.9912,11.5,8
1724,0.13,5.0,0.055999999999999994,122.0,0.9945,10.5,6
1725,0.17,4.6,0.064,152.0,0.9952,9.3,6
1726,0.3,6.4,0.034,97.0,0.9924,11.8,6
1727,0.445,14.5,0.045,212.0,0.9986,10.0,6
1728,0.3,6.6,0.12300000000000001,116.0,0.9953,9.4,5
1729,0.22,6.7,0.036000000000000004,138.0,0.9939,11.4,6
1730,0.23,1.1,0.031,99.0,0.9929,10.4,6
1731,0.34,13.8,0.055,198.0,0.9988,9.5,6
1732,0.545,2.5,0.031,111.0,0.9906,11.9,5
1733,0.3,1.1,0.040999999999999995,123.0,0.9914,11.1,6
1734,0.16,9.6,0.057,185.0,0.9978,9.6,6
1735,0.32,4.6,0.042,178.0,0.9928,12.0,6
1736,0.22,3.1,0.052000000000000005,104.0,0.9948,8.7,5
1737,0.16,9.6,0.057,185.0,0.9978,9.6,6
1738,0.15,1.8,0.054000000000000006,101.0,0.9946,10.0,5
1739,0.29,1.05,0.032,55.0,0.9908,11.4,4
1740,0.37,6.5,0.061,150.0,0.9954,9.6,6
1741,0.38,2.0,0.038,152.0,0.9906,12.9,6
1742,0.25,14.9,0.039,142.0,0.99705,9.7,6
1743,0.3,10.0,0.042,169.0,0.9982,9.3,6
1744,0.22,1.1,0.133,136.0,0.9932,9.1,5
1745,0.34,12.0,0.053,238.0,0.9977,8.6,5
1746,0.22,4.8,0.05,87.0,0.9940000000000001,9.9,5
1747,0.3,10.0,0.042,169.0,0.9982,9.3,6
1748,0.27,1.2,0.044000000000000004,102.0,0.9929,10.9,5
1749,0.17,1.5,0.055999999999999994,135.0,0.9924,10.2,6
1750,0.18,10.4,0.045,174.0,0.9966,9.7,6
1751,0.16,2.5,0.046,153.0,0.9921,11.4,7
1752,0.255,12.3,0.045,197.0,0.9967,9.5,6
1753,0.23,1.4,0.049,141.0,0.9934,10.2,7
1754,0.16,2.2,0.042,93.0,0.9914,11.1,6
1755,0.25,14.9,0.039,142.0,0.99705,9.7,6
1756,0.27,8.0,0.053,202.0,0.9961,9.3,5
1757,0.29,8.6,0.055999999999999994,215.0,0.9967,8.8,5
1758,0.21,1.2,0.038,53.0,0.9926,10.6,5
1759,0.62,8.7,0.046,224.0,0.99605,9.3,5
1760,0.28,5.4,0.042,181.0,0.99435,10.2,6
1761,0.3,5.7,0.044000000000000004,124.0,0.9948,10.2,6
1762,0.17,1.5,0.037000000000000005,98.0,0.9916,11.0,7
1763,0.21,10.9,0.037000000000000005,112.0,0.997,9.6,6
1764,0.27,8.0,0.053,202.0,0.9961,9.3,5
1765,0.29,8.6,0.055999999999999994,215.0,0.9967,8.8,5
1766,0.32,7.7,0.054000000000000006,209.0,0.9961,8.8,5
1767,0.32,1.7,0.051,179.0,0.9955,8.9,5
1768,0.37,1.4,0.048,144.0,0.9922,10.0,5
1769,0.43,4.5,0.046,102.0,0.9918,12.2,7
1770,0.39,9.9,0.059000000000000004,181.0,0.9955,10.9,6
1771,0.18,1.4,0.040999999999999995,141.0,0.9941,9.5,6
1772,0.4,9.5,0.059000000000000004,178.0,0.9955,10.9,6
1773,0.39,9.9,0.059000000000000004,181.0,0.9955,10.9,6
1774,0.19,3.0,0.054000000000000006,99.0,0.9924,10.8,6
1775,0.49,19.6,0.03,135.0,0.9973,12.0,6
1776,0.25,14.0,0.069,163.0,0.9990000000000001,9.8,5
1777,0.18,1.4,0.040999999999999995,141.0,0.9941,9.5,6
1778,0.15,1.8,0.034,150.0,0.9922,11.0,8
1779,0.15,1.8,0.034,150.0,0.9922,11.0,8
1780,0.17,5.4,0.052000000000000005,150.0,0.9953,9.8,5
1781,0.32,1.8,0.051,200.0,0.9945,10.5,4
1782,0.21,9.25,0.034,142.0,0.9945,11.4,6
1783,0.45,1.5,0.067,100.0,0.9957,10.1,6
1784,0.24,6.8,0.038,127.0,0.9932,11.6,7
1785,0.21,9.25,0.034,142.0,0.9945,11.4,6
1786,0.33,2.6,0.04,115.0,0.9913,11.8,7
1787,0.26,2.1,0.033,158.0,0.9909,12.1,7
1788,0.36,7.6,0.035,122.0,0.9939,12.0,5
1789,0.2,1.6,0.026000000000000002,189.0,0.991,12.1,7
1790,0.16,1.4,0.042,176.0,0.9954,9.1,5
1791,0.33,1.6,0.054000000000000006,117.0,0.9943,9.3,5
1792,0.22,1.4,0.055999999999999994,153.0,0.993,10.4,6
1793,0.35,17.95,0.062,187.0,1.0002,9.1,5
1794,0.37,2.0,0.064,120.0,0.9946,9.4,5
1795,0.37,6.3,0.061,149.0,0.9953,9.6,6
1796,0.37,1.4,0.037000000000000005,126.0,0.9918,12.0,5
1797,0.25,9.05,0.039,128.0,0.9936,11.3,8
1798,0.23,15.4,0.073,173.0,0.9984,8.7,6
1799,0.26,7.1,0.04,162.0,0.9956,9.9,6
1800,0.3,10.2,0.049,191.0,0.9966,9.3,6
1801,0.16,1.6,0.042,67.0,0.9942,9.5,5
1802,0.23,15.4,0.073,173.0,0.9984,8.7,6
1803,0.26,7.1,0.04,162.0,0.9956,9.9,6
1804,0.3,10.2,0.049,191.0,0.9966,9.3,6
1805,0.33,12.4,0.065,119.0,0.9974,9.4,5
1806,0.38,3.4,0.046,116.0,0.9944,9.4,5
1807,0.2,15.0,0.053,184.0,1.0008,8.8,6
1808,0.33,12.4,0.065,119.0,0.9974,9.4,5
1809,0.2,15.0,0.053,184.0,1.0008,8.8,6
1810,0.36,1.5,0.049,184.0,0.9928,9.9,6
1811,0.38,3.4,0.046,116.0,0.9944,9.4,5
1812,0.46,4.8,0.042,72.0,0.9908,12.6,6
1813,0.15,1.2,0.038,110.0,0.9917,11.1,6
1814,0.42,4.1,0.03,100.0,0.9911,12.8,7
1815,0.3,2.8,0.038,164.0,0.9912,12.0,6
1816,0.27,13.9,0.028999999999999998,131.0,0.9953,12.0,7
1817,0.5,0.8,0.034,114.0,0.9932,9.2,4
1818,0.26,1.0,0.032,96.0,0.9896,12.3,6
1819,0.33,1.2,0.032,131.0,0.9889,13.0,6
1820,0.3,2.8,0.038,164.0,0.9912,12.0,6
1821,0.29,1.7,0.035,110.0,0.9926,10.9,5
1822,0.42,4.1,0.03,100.0,0.9911,12.8,7
1823,0.19,6.3,0.054000000000000006,231.0,0.9964,10.0,6
1824,0.32,11.5,0.033,165.0,0.9974,9.0,5
1825,0.32,1.5,0.034,84.0,0.9944,10.4,5
1826,0.32,11.5,0.033,165.0,0.9974,9.0,5
1827,0.19,6.3,0.054000000000000006,231.0,0.9964,10.0,6
1828,0.17,6.3,0.051,240.0,0.9963,10.0,6
1829,0.44,11.2,0.031,167.0,0.9948,11.3,7
1830,0.44,11.2,0.031,167.0,0.9948,11.3,7
1831,0.49,15.1,0.03,153.0,0.9953,12.0,7
1832,0.44,11.2,0.031,167.0,0.9948,11.3,7
1833,0.49,15.1,0.03,153.0,0.9953,12.0,7
1834,0.21,5.6,0.044000000000000004,160.0,0.9949,10.6,6
1835,0.55,12.6,0.21100000000000002,213.0,0.9988,9.3,5
1836,0.19,5.7,0.12300000000000001,104.0,0.9954,9.4,6
1837,0.24,2.2,0.037000000000000005,102.0,0.992,11.0,7
1838,0.34,11.0,0.052000000000000005,247.0,0.9984,9.3,6
1839,0.19,5.7,0.12300000000000001,104.0,0.9954,9.4,6
1840,0.18,1.0,0.054000000000000006,164.0,0.9926,10.5,5
1841,0.24,2.2,0.037000000000000005,102.0,0.992,11.0,7
1842,0.18,11.8,0.039,249.0,0.9976,9.5,6
1843,0.28,7.8,0.059000000000000004,139.0,0.9972,11.2,6
1844,0.34,4.7,0.028999999999999998,94.0,0.991,12.3,6
1845,0.44,11.5,0.049,157.0,0.998,9.0,5
1846,0.26,7.9,0.040999999999999995,180.0,0.9966,9.0,5
1847,0.44,11.5,0.049,157.0,0.998,9.0,5
1848,0.49,17.8,0.052000000000000005,243.0,1.0007,9.0,5
1849,0.24,1.7,0.042,189.0,0.992,11.4,6
1850,0.25,1.6,0.046,181.0,0.9925,11.0,7
1851,0.34,4.7,0.028999999999999998,94.0,0.991,12.3,6
1852,0.18,1.6,0.049,127.0,0.9934,10.4,7
1853,0.27,2.4,0.057999999999999996,107.0,0.9955,10.3,5
1854,0.24,6.4,0.048,172.0,0.9944,10.5,7
1855,0.22,14.0,0.053,197.0,0.9981,9.8,6
1856,0.91,1.6,0.055999999999999994,181.0,0.9968,10.0,4
1857,0.34,1.6,0.055999999999999994,176.0,0.9946,9.7,5
1858,0.33,1.4,0.055999999999999994,171.0,0.9946,9.7,5
1859,0.22,14.0,0.053,197.0,0.9981,9.8,6
1860,0.18,4.7,0.046,161.0,0.9946,10.5,6
1861,0.2,10.2,0.054000000000000006,186.0,0.997,10.0,6
1862,0.13,2.3,0.054000000000000006,104.0,0.9924,11.5,7
1863,0.28,7.8,0.049,202.0,0.9958,9.5,5
1864,0.25,2.4,0.042,122.0,0.9940000000000001,10.5,6
1865,0.36,8.3,0.255,142.0,0.9958,10.2,6
1866,0.27,13.9,0.05,199.0,0.9984,9.8,6
1867,0.37,13.8,0.031,137.0,0.9948,11.6,6
1868,0.21,7.3,0.031,144.0,0.9932,11.8,7
1869,0.18,8.5,0.035,140.0,0.9952,10.1,7
1870,0.19,1.8,0.049,163.0,0.9924,10.3,6
1871,0.21,5.1,0.048,168.0,0.9945,10.4,6
1872,0.33,16.05,0.047,166.0,0.9976,8.9,5
1873,0.33,16.05,0.047,166.0,0.9976,8.9,5
1874,0.29,7.35,0.034,154.0,0.9938,10.8,5
1875,0.31,16.05,0.057999999999999996,165.0,0.9997,9.2,5
1876,0.19,2.0,0.053,140.0,0.9940000000000001,9.6,6
1877,0.2,1.2,0.032,78.0,0.9921,10.4,6
1878,0.25,14.0,0.043,248.0,0.9986,8.7,6
1879,0.2,16.2,0.043,103.0,0.9987,9.2,6
1880,0.3,14.3,0.045,213.0,0.9991,9.2,5
1881,0.2,16.2,0.043,103.0,0.9987,9.2,6
1882,0.3,14.3,0.045,213.0,0.9991,9.2,5
1883,0.3,14.3,0.045,213.0,0.9991,9.2,5
1884,0.22,7.9,0.028999999999999998,124.0,0.9948,10.2,5
1885,0.2,16.2,0.043,103.0,0.9987,9.2,6
1886,0.53,1.0,0.036000000000000004,107.0,0.993,9.0,5
1887,0.24,13.6,0.05,178.0,0.9988,9.7,5
1888,0.24,17.85,0.049,185.0,1.0,9.6,5
1889,0.15,1.3,0.036000000000000004,112.0,0.9932,10.0,5
1890,0.3,14.3,0.045,213.0,0.9991,9.2,5
1891,0.33,13.7,0.045,197.0,0.9989,9.1,5
1892,0.24,18.3,0.046,142.0,1.0,8.7,5
1893,0.24,18.3,0.046,142.0,1.0,8.7,5
1894,0.35,6.5,0.055999999999999994,161.0,0.9952,9.5,5
1895,0.26,10.3,0.039,212.0,0.9969,9.5,6
1896,0.29,8.1,0.037000000000000005,166.0,0.9966,8.9,6
1897,0.29,8.1,0.037000000000000005,166.0,0.9966,8.9,6
1898,0.31,8.6,0.053,89.0,0.9976,9.9,6
1899,0.44,1.9,0.03,104.0,0.99,12.6,7
1900,0.23,14.1,0.033,166.0,0.9988,9.7,6
1901,0.21,7.9,0.039,118.0,0.9942,10.4,5
1902,0.23,10.7,0.04,183.0,0.9984,9.1,6
1903,0.34,1.2,0.04,106.0,0.9932,10.4,5
1904,0.26,10.3,0.039,212.0,0.9969,9.5,6
1905,0.29,8.1,0.037000000000000005,166.0,0.9966,8.9,6
1906,0.28,1.9,0.037000000000000005,120.0,0.9933,10.6,5
1907,0.37,2.7,0.028999999999999998,158.0,0.9916,12.0,7
1908,0.36,5.7,0.038,98.0,0.9914,12.5,7
1909,0.13,9.3,0.062,126.0,0.9966,9.6,5
1910,0.25,8.1,0.045,180.0,0.9958,9.2,5
1911,0.18,1.3,0.040999999999999995,71.0,0.9926,9.9,6
1912,0.3,8.5,0.036000000000000004,112.0,0.9939,11.7,6
1913,0.23,2.1,0.049,153.0,0.9953,9.6,6
1914,0.43,3.5,0.033,135.0,0.9906,12.0,6
1915,0.36,5.7,0.038,98.0,0.9914,12.5,7
1916,0.25,8.1,0.045,180.0,0.9958,9.2,5
1917,0.18,1.3,0.040999999999999995,71.0,0.9926,9.9,6
1918,0.35,14.4,0.044000000000000004,177.0,0.9991,8.9,6
1919,0.22,13.7,0.049,189.0,0.9994,9.0,6
1920,0.26,11.1,0.052000000000000005,158.0,0.9976,10.2,7
1921,0.13,9.3,0.062,126.0,0.9966,9.6,5
1922,0.12,4.9,0.055,127.0,0.9953,9.4,5
1923,0.37,1.7,0.027999999999999997,59.0,0.9923,10.4,5
1924,0.26,1.6,0.032,106.0,0.993,10.4,4
1925,0.2,1.4,0.204,97.0,0.9931,10.0,6
1926,0.22,1.4,0.20800000000000002,96.0,0.9932,10.0,6
1927,0.25,1.6,0.052000000000000005,169.0,0.9926,10.5,5
1928,0.27,6.8,0.047,193.0,0.9938,11.4,6
1929,0.34,9.7,0.036000000000000004,172.0,0.9966,10.2,5
1930,0.27,10.5,0.043,228.0,0.9974,10.4,6
1931,0.49,2.0,0.047,307.5,0.9924,11.0,3
1932,0.71,6.2,0.042,93.0,0.9948,10.1,6
1933,0.47,8.3,0.083,182.0,0.9964,9.2,5
1934,0.28,1.6,0.04,87.0,0.9924,10.3,6
1935,0.34,9.7,0.036000000000000004,172.0,0.9966,10.2,5
1936,0.27,10.5,0.043,228.0,0.9974,10.4,6
1937,0.13,4.6,0.08,172.0,0.9938,11.1,7
1938,0.16,1.2,0.031,84.0,0.9928,9.9,5
1939,0.31,7.6,0.052000000000000005,143.0,0.9959,9.0,5
